metric_id,target_id,priority_core,metric,paper_value_or_target,project_result,error_or_status,unit,evidence_artifact,evidence_type,verification_status,boundary
M0146,4.7,true,动力学/校正残差,原论文未报告（本项目验证指标）,worst source residual: 9.322175255756186e-10; accepted rows: 1; DG dependency: corrected L1 DG eigenvectors and manifold validation row,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter4_corrected_l1_constant_energy_halo_unstable_manifolds.csv,authoritative validation/per-figure audit,boundary,"The internal dynamics gate passes for snapshot time, residual, Jacobi drift, and local growth, and no analytic proxy layer is used. Thesis projection geometry is not validated and the current contact sheet shows a material global-reach/topology mismatch: the quasi-halo source remains the local terminal x=0.841718..0.849797 branch and lacks the thesis topology/density. Because this is a single-view 3D panel, image digitization can only support a locked-camera projection-space audit, not a 3D pointwise claim."
M0147,4.7,true,Jacobi 一致性,原论文未报告（本项目验证指标）,1.332267629550188e-15,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter4_corrected_l1_constant_energy_halo_unstable_manifolds.csv,authoritative validation/per-figure audit,boundary,"The internal dynamics gate passes for snapshot time, residual, Jacobi drift, and local growth, and no analytic proxy layer is used. Thesis projection geometry is not validated and the current contact sheet shows a material global-reach/topology mismatch: the quasi-halo source remains the local terminal x=0.841718..0.849797 branch and lacks the thesis topology/density. Because this is a single-view 3D panel, image digitization can only support a locked-camera projection-space audit, not a 3D pointwise claim."
M0148,4.7,true,周期/相位闭合,原论文未报告（本项目验证指标）,manifold growth ratio: 0.8667050797832782; manifold dependency: data/computed/chapter4_corrected_l1_constant_energy_halo_unstable_manifolds.csv,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter4_corrected_l1_constant_energy_halo_unstable_manifolds.csv,authoritative validation/per-figure audit,boundary,"The internal dynamics gate passes for snapshot time, residual, Jacobi drift, and local growth, and no analytic proxy layer is used. Thesis projection geometry is not validated and the current contact sheet shows a material global-reach/topology mismatch: the quasi-halo source remains the local terminal x=0.841718..0.849797 branch and lacks the thesis topology/density. Because this is a single-view 3D panel, image digitization can only support a locked-camera projection-space audit, not a 3D pointwise claim."
M0149,4.7,true,稳定性指标误差,见原文目标或原论文未报告,See Chapter 4 DG source-layer audit,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter4_corrected_l1_constant_energy_halo_unstable_manifolds.csv,authoritative validation/per-figure audit,boundary,"The internal dynamics gate passes for snapshot time, residual, Jacobi drift, and local growth, and no analytic proxy layer is used. Thesis projection geometry is not validated and the current contact sheet shows a material global-reach/topology mismatch: the quasi-halo source remains the local terminal x=0.841718..0.849797 branch and lacks the thesis topology/density. Because this is a single-view 3D panel, image digitization can only support a locked-camera projection-space audit, not a 3D pointwise claim."
M0150,4.7,true,逐图源层最佳指标,L1 quasi-halo unstable manifold compared with associated periodic halo manifold,quasi-halo earthward_minus_x_unstable; duration 13.02 days; growth ratio 0.8667050797832782; Jacobi drift 1.332267629550188e-15,internal_dynamics_pass_projection_geometry_mismatch_boundary,见字段文本；未明确者【待核实】,data/computed/chapter4_corrected_l1_constant_energy_halo_unstable_manifolds.csv,authoritative validation/per-figure audit,boundary,"The internal dynamics gate passes for snapshot time, residual, Jacobi drift, and local growth, and no analytic proxy layer is used. Thesis projection geometry is not validated and the current contact sheet shows a material global-reach/topology mismatch: the quasi-halo source remains the local terminal x=0.841718..0.849797 branch and lacks the thesis topology/density. Because this is a single-view 3D panel, image digitization can only support a locked-camera projection-space audit, not a 3D pointwise claim."
M0151,4.7,true,数据源范围/jacobi,原论文未报告（当前数据源内部范围）,jacobi: 3.13889992696..3.13890008235,从当前 CSV 直接计算 min/max；不外推,按 CSV 列定义；未明确者【待核实】,data/computed/chapter4_corrected_l1_constant_energy_halo_unstable_manifolds.csv,direct CSV range,boundary,"The internal dynamics gate passes for snapshot time, residual, Jacobi drift, and local growth, and no analytic proxy layer is used. Thesis projection geometry is not validated and the current contact sheet shows a material global-reach/topology mismatch: the quasi-halo source remains the local terminal x=0.841718..0.849797 branch and lacks the thesis topology/density. Because this is a single-view 3D panel, image digitization can only support a locked-camera projection-space audit, not a 3D pointwise claim."
M0152,4.7,true,数据源范围/mapping_time_days,原论文未报告（当前数据源内部范围）,mapping_time_days: 12.0970074587,从当前 CSV 直接计算 min/max；不外推,按 CSV 列定义；未明确者【待核实】,data/computed/chapter4_corrected_l1_constant_energy_halo_unstable_manifolds.csv,direct CSV range,boundary,"The internal dynamics gate passes for snapshot time, residual, Jacobi drift, and local growth, and no analytic proxy layer is used. Thesis projection geometry is not validated and the current contact sheet shows a material global-reach/topology mismatch: the quasi-halo source remains the local terminal x=0.841718..0.849797 branch and lacks the thesis topology/density. Because this is a single-view 3D panel, image digitization can only support a locked-camera projection-space audit, not a 3D pointwise claim."
M0153,4.8,true,论文目标/关键物理量,L1 quasi-vertical unstable manifold compared with associated periodic-orbit manifold,corrected 33-node JC=3.1389 quasi-vertical global unstable manifold with periodic-halo comparison; quasi-vertical earthward_global_unstable; duration 13.46 days; growth ratio 0.8655154043045946; Jacobi drift 1.77635683940025e-15; original replacement status: internal_dynamics_pass_projection_geometry_mismatch_boundary,boundary,见字段文本；未明确者【待核实】,data/computed/chapter4_corrected_vertical_global_unstable_manifold.csv,authoritative validation/per-figure audit,boundary,"The internal dynamics gate passes for snapshot time, residual, Jacobi drift, and local growth, and no analytic proxy layer is used. Thesis projection geometry is not validated and the current contact sheet shows a material global-reach/topology mismatch: the quasi-vertical source remains the local terminal x=0.784378..0.837716 branch and lacks the thesis Earthward reach. Because this is a single-view 3D panel, image digitization can only support a locked-camera projection-space audit, not a 3D pointwise claim."
M0154,4.8,true,动力学/校正残差,原论文未报告（本项目验证指标）,worst source residual: 4.982185846358393e-10; accepted rows: 1; DG dependency: corrected L1 DG eigenvectors and manifold validation row,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter4_corrected_vertical_global_unstable_manifold.csv,authoritative validation/per-figure audit,boundary,"The internal dynamics gate passes for snapshot time, residual, Jacobi drift, and local growth, and no analytic proxy layer is used. Thesis projection geometry is not validated and the current contact sheet shows a material global-reach/topology mismatch: the quasi-vertical source remains the local terminal x=0.784378..0.837716 branch and lacks the thesis Earthward reach. Because this is a single-view 3D panel, image digitization can only support a locked-camera projection-space audit, not a 3D pointwise claim."
M0155,4.8,true,Jacobi 一致性,原论文未报告（本项目验证指标）,1.77635683940025e-15,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter4_corrected_vertical_global_unstable_manifold.csv,authoritative validation/per-figure audit,boundary,"The internal dynamics gate passes for snapshot time, residual, Jacobi drift, and local growth, and no analytic proxy layer is used. Thesis projection geometry is not validated and the current contact sheet shows a material global-reach/topology mismatch: the quasi-vertical source remains the local terminal x=0.784378..0.837716 branch and lacks the thesis Earthward reach. Because this is a single-view 3D panel, image digitization can only support a locked-camera projection-space audit, not a 3D pointwise claim."
M0156,4.8,true,周期/相位闭合,原论文未报告（本项目验证指标）,manifold growth ratio: 0.8655154043045946; manifold dependency: data/computed/chapter4_corrected_vertical_global_unstable_manifold.csv,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter4_corrected_vertical_global_unstable_manifold.csv,authoritative validation/per-figure audit,boundary,"The internal dynamics gate passes for snapshot time, residual, Jacobi drift, and local growth, and no analytic proxy layer is used. Thesis projection geometry is not validated and the current contact sheet shows a material global-reach/topology mismatch: the quasi-vertical source remains the local terminal x=0.784378..0.837716 branch and lacks the thesis Earthward reach. Because this is a single-view 3D panel, image digitization can only support a locked-camera projection-space audit, not a 3D pointwise claim."
M0157,4.8,true,稳定性指标误差,见原文目标或原论文未报告,See Chapter 4 DG source-layer audit,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter4_corrected_vertical_global_unstable_manifold.csv,authoritative validation/per-figure audit,boundary,"The internal dynamics gate passes for snapshot time, residual, Jacobi drift, and local growth, and no analytic proxy layer is used. Thesis projection geometry is not validated and the current contact sheet shows a material global-reach/topology mismatch: the quasi-vertical source remains the local terminal x=0.784378..0.837716 branch and lacks the thesis Earthward reach. Because this is a single-view 3D panel, image digitization can only support a locked-camera projection-space audit, not a 3D pointwise claim."
M0158,4.8,true,逐图源层最佳指标,L1 quasi-vertical unstable manifold compared with associated periodic-orbit manifold,quasi-vertical earthward_global_unstable; duration 13.46 days; growth ratio 0.8655154043045946; Jacobi drift 1.77635683940025e-15,internal_dynamics_pass_projection_geometry_mismatch_boundary,见字段文本；未明确者【待核实】,data/computed/chapter4_corrected_vertical_global_unstable_manifold.csv,authoritative validation/per-figure audit,boundary,"The internal dynamics gate passes for snapshot time, residual, Jacobi drift, and local growth, and no analytic proxy layer is used. Thesis projection geometry is not validated and the current contact sheet shows a material global-reach/topology mismatch: the quasi-vertical source remains the local terminal x=0.784378..0.837716 branch and lacks the thesis Earthward reach. Because this is a single-view 3D panel, image digitization can only support a locked-camera projection-space audit, not a 3D pointwise claim."
M0159,4.8,true,数据源范围/jacobi,原论文未报告（当前数据源内部范围）,jacobi: 3.18834106051..3.18834106051,从当前 CSV 直接计算 min/max；不外推,按 CSV 列定义；未明确者【待核实】,data/computed/chapter4_corrected_vertical_global_unstable_manifold.csv,direct CSV range,boundary,"The internal dynamics gate passes for snapshot time, residual, Jacobi drift, and local growth, and no analytic proxy layer is used. Thesis projection geometry is not validated and the current contact sheet shows a material global-reach/topology mismatch: the quasi-vertical source remains the local terminal x=0.784378..0.837716 branch and lacks the thesis Earthward reach. Because this is a single-view 3D panel, image digitization can only support a locked-camera projection-space audit, not a 3D pointwise claim."
M0160,4.8,true,数据源范围/curve_jacobi_span,原论文未报告（当前数据源内部范围）,curve_jacobi_span: 1.64313007645e-14..2.0872192863e-14,从当前 CSV 直接计算 min/max；不外推,按 CSV 列定义；未明确者【待核实】,data/computed/chapter4_corrected_vertical_global_unstable_manifold.csv,direct CSV range,boundary,"The internal dynamics gate passes for snapshot time, residual, Jacobi drift, and local growth, and no analytic proxy layer is used. Thesis projection geometry is not validated and the current contact sheet shows a material global-reach/topology mismatch: the quasi-vertical source remains the local terminal x=0.784378..0.837716 branch and lacks the thesis Earthward reach. Because this is a single-view 3D panel, image digitization can only support a locked-camera projection-space audit, not a 3D pointwise claim."
M0161,5.1,true,论文目标/关键物理量,"single corrected Sun-Earth L1 quasi-vertical trajectory propagated 325,1068,2182 day",corrected Sun-Earth L1 two-frequency Lissajous torus trajectories; accepted corrected Lissajous source rows 1; torus points 3600; curve residual 2.646101981500197e-11; Jacobi span 2.220446049250313e-15; max |y|/|z| 1016592.923818082/939484.302401125 km; original replacement status: corrected_lissajous_torus_replaces_proxy_long_propagation_scene,boundary,见字段文本；未明确者【待核实】,data/computed/chapter5_sun_earth_l1_lissajous_torus_surface.csv,authoritative validation/per-figure audit,boundary,The analytic torus and center-mode overlays are removed. Remaining boundaries are the source-torus y-amplitude excess and pointwise thesis comparison.
M0162,5.1,true,动力学/校正残差,原论文未报告（本项目验证指标）,accepted source rows: 1; Route H dependency: none; BCR4BP dependency: none,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter5_sun_earth_l1_lissajous_torus_surface.csv,authoritative validation/per-figure audit,boundary,The analytic torus and center-mode overlays are removed. Remaining boundaries are the source-torus y-amplitude excess and pointwise thesis comparison.
M0163,5.1,true,Jacobi 一致性,原论文未报告（本项目验证指标）,See Chapter 5 source-layer audit; not a single CR3BP Jacobi metric for all application figures,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter5_sun_earth_l1_lissajous_torus_surface.csv,authoritative validation/per-figure audit,boundary,The analytic torus and center-mode overlays are removed. Remaining boundaries are the source-torus y-amplitude excess and pointwise thesis comparison.
M0164,5.1,true,周期/相位闭合,原论文未报告（本项目验证指标）,See Chapter 5 source-layer audit for endpoint/defect boundary,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter5_sun_earth_l1_lissajous_torus_surface.csv,authoritative validation/per-figure audit,boundary,The analytic torus and center-mode overlays are removed. Remaining boundaries are the source-torus y-amplitude excess and pointwise thesis comparison.
M0165,5.1,true,逐图源层最佳指标,"single corrected Sun-Earth L1 quasi-vertical trajectory propagated 325,1068,2182 day",accepted corrected Lissajous source rows 1; torus points 3600; curve residual 2.646101981500197e-11; Jacobi span 2.220446049250313e-15; max |y|/|z| 1016592.923818082/939484.302401125 km,corrected_lissajous_torus_replaces_proxy_long_propagation_scene,见字段文本；未明确者【待核实】,data/computed/chapter5_sun_earth_l1_lissajous_torus_surface.csv,authoritative validation/per-figure audit,boundary,The analytic torus and center-mode overlays are removed. Remaining boundaries are the source-torus y-amplitude excess and pointwise thesis comparison.
M0166,5.2,false,动力学/校正残差,原论文未报告（本项目验证指标）,accepted source rows: 0; Route H dependency: none; BCR4BP dependency: none,按当前审计阈值解释,见字段文本；未明确者【待核实】,geometry schematic,authoritative validation/per-figure audit,proxy,No numerical source-layer is required for the current schematic role.
M0167,5.2,false,Jacobi 一致性,原论文未报告（本项目验证指标）,See Chapter 5 source-layer audit; not a single CR3BP Jacobi metric for all application figures,按当前审计阈值解释,见字段文本；未明确者【待核实】,geometry schematic,authoritative validation/per-figure audit,proxy,No numerical source-layer is required for the current schematic role.
M0168,5.2,false,周期/相位闭合,原论文未报告（本项目验证指标）,See Chapter 5 source-layer audit for endpoint/defect boundary,按当前审计阈值解释,见字段文本；未明确者【待核实】,geometry schematic,authoritative validation/per-figure audit,proxy,No numerical source-layer is required for the current schematic role.
M0169,5.3,false,动力学/校正残差,原论文未报告（本项目验证指标）,accepted source rows: 0; Route H dependency: none; BCR4BP dependency: none,按当前审计阈值解释,见字段文本；未明确者【待核实】,geometry schematic,authoritative validation/per-figure audit,proxy,No numerical source-layer is required for the current schematic role.
M0170,5.3,false,Jacobi 一致性,原论文未报告（本项目验证指标）,See Chapter 5 source-layer audit; not a single CR3BP Jacobi metric for all application figures,按当前审计阈值解释,见字段文本；未明确者【待核实】,geometry schematic,authoritative validation/per-figure audit,proxy,No numerical source-layer is required for the current schematic role.
M0171,5.3,false,周期/相位闭合,原论文未报告（本项目验证指标）,See Chapter 5 source-layer audit for endpoint/defect boundary,按当前审计阈值解释,见字段文本；未明确者【待核实】,geometry schematic,authoritative validation/per-figure audit,proxy,No numerical source-layer is required for the current schematic role.
M0172,5.4,false,动力学/校正残差,原论文未报告（本项目验证指标）,accepted source rows: 0; Route H dependency: none; BCR4BP dependency: none,按当前审计阈值解释,见字段文本；未明确者【待核实】,geometry schematic,authoritative validation/per-figure audit,proxy,No numerical source-layer is required for the current schematic role.
M0173,5.4,false,Jacobi 一致性,原论文未报告（本项目验证指标）,See Chapter 5 source-layer audit; not a single CR3BP Jacobi metric for all application figures,按当前审计阈值解释,见字段文本；未明确者【待核实】,geometry schematic,authoritative validation/per-figure audit,proxy,No numerical source-layer is required for the current schematic role.
M0174,5.4,false,周期/相位闭合,原论文未报告（本项目验证指标）,See Chapter 5 source-layer audit for endpoint/defect boundary,按当前审计阈值解释,见字段文本；未明确者【待核实】,geometry schematic,authoritative validation/per-figure audit,proxy,No numerical source-layer is required for the current schematic role.
M0175,5.5,false,论文目标/关键物理量,quasi-DRO T0=14.75 day; planar DRO rp=73800 km; 10 returns=147.5 day; planar LOS outage about 2.3 h/rev; quasi-DRO zero outage,corrected DRO and quasi-DRO return CR3BP baseline; Route H member 54 max |z| 14573.10318409037 km; residual <= 6.469474407020314e-10; original replacement status: baseline_not_high_fidelity_replacement,boundary,见字段文本；未明确者【待核实】,data/computed/chapter5_corrected_dro_quasi_dro_return.csv,authoritative validation/per-figure audit,boundary,CR3BP return evidence does not yet provide a corrected ephemeris/BCR4BP trajectory replacement.
M0176,5.5,false,动力学/校正残差,原论文未报告（本项目验证指标）,accepted source rows: 30; Route H dependency: supporting upstream only; BCR4BP dependency: none,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter5_corrected_dro_quasi_dro_return.csv,authoritative validation/per-figure audit,boundary,CR3BP return evidence does not yet provide a corrected ephemeris/BCR4BP trajectory replacement.
M0177,5.5,false,Jacobi 一致性,原论文未报告（本项目验证指标）,See Chapter 5 source-layer audit; not a single CR3BP Jacobi metric for all application figures,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter5_corrected_dro_quasi_dro_return.csv,authoritative validation/per-figure audit,boundary,CR3BP return evidence does not yet provide a corrected ephemeris/BCR4BP trajectory replacement.
M0178,5.5,false,周期/相位闭合,原论文未报告（本项目验证指标）,See Chapter 5 source-layer audit for endpoint/defect boundary,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter5_corrected_dro_quasi_dro_return.csv,authoritative validation/per-figure audit,boundary,CR3BP return evidence does not yet provide a corrected ephemeris/BCR4BP trajectory replacement.
M0179,5.5,false,逐图源层最佳指标,quasi-DRO T0=14.75 day; planar DRO rp=73800 km; 10 returns=147.5 day; planar LOS outage about 2.3 h/rev; quasi-DRO zero outage,Route H member 54 max |z| 14573.10318409037 km; residual <= 6.469474407020314e-10,baseline_not_high_fidelity_replacement,见字段文本；未明确者【待核实】,data/computed/chapter5_corrected_dro_quasi_dro_return.csv,authoritative validation/per-figure audit,boundary,CR3BP return evidence does not yet provide a corrected ephemeris/BCR4BP trajectory replacement.
M0180,5.6,false,论文目标/关键物理量,"DE421 Sun-Earth-Moon ephemeris-corrected quasi-DRO; epoch=2020-06-15; insertion phase=0,24,80,120 deg",Route H quasi-DRO embedded in DE421-oriented Sun-Moon frame; Route H member 54 max |z| 14573.10318409037 km; residual <= 6.469474407020314e-10; original replacement status: source_layer_baseline_not_full_ephemeris_replacement,boundary,见字段文本；未明确者【待核实】,data/computed/chapter5_de421_quasi_dro_scenes.csv,authoritative validation/per-figure audit,boundary,"DE421-oriented frame embedding is a geometry baseline, not a fully corrected ephemeris shooting solution."
M0181,5.6,false,动力学/校正残差,原论文未报告（本项目验证指标）,accepted source rows: 30; Route H dependency: accepted Route H upstream member; BCR4BP dependency: none,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter5_de421_quasi_dro_scenes.csv,authoritative validation/per-figure audit,boundary,"DE421-oriented frame embedding is a geometry baseline, not a fully corrected ephemeris shooting solution."
M0182,5.6,false,Jacobi 一致性,原论文未报告（本项目验证指标）,See Chapter 5 source-layer audit; not a single CR3BP Jacobi metric for all application figures,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter5_de421_quasi_dro_scenes.csv,authoritative validation/per-figure audit,boundary,"DE421-oriented frame embedding is a geometry baseline, not a fully corrected ephemeris shooting solution."
M0183,5.6,false,周期/相位闭合,原论文未报告（本项目验证指标）,See Chapter 5 source-layer audit for endpoint/defect boundary,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter5_de421_quasi_dro_scenes.csv,authoritative validation/per-figure audit,boundary,"DE421-oriented frame embedding is a geometry baseline, not a fully corrected ephemeris shooting solution."
M0184,5.6,false,逐图源层最佳指标,"DE421 Sun-Earth-Moon ephemeris-corrected quasi-DRO; epoch=2020-06-15; insertion phase=0,24,80,120 deg",Route H member 54 max |z| 14573.10318409037 km; residual <= 6.469474407020314e-10,source_layer_baseline_not_full_ephemeris_replacement,见字段文本；未明确者【待核实】,data/computed/chapter5_de421_quasi_dro_scenes.csv,authoritative validation/per-figure audit,boundary,"DE421-oriented frame embedding is a geometry baseline, not a fully corrected ephemeris shooting solution."
M0185,5.7,false,论文目标/关键物理量,"DE421 Sun-Earth-Moon ephemeris-corrected quasi-DRO; insertion epochs=2020-06-01,04,10,15",Route H quasi-DRO eclipse/occultation scene in DE421-oriented frame; Route H member 54 max |z| 14573.10318409037 km; residual <= 6.469474407020314e-10; original replacement status: source_layer_baseline_not_full_ephemeris_replacement,boundary,见字段文本；未明确者【待核实】,data/computed/chapter5_de421_quasi_dro_scenes.csv,authoritative validation/per-figure audit,boundary,"DE421-oriented event geometry is available, but not a fully corrected ephemeris trajectory."
M0186,5.7,false,动力学/校正残差,原论文未报告（本项目验证指标）,accepted source rows: 30; Route H dependency: accepted Route H upstream member; BCR4BP dependency: none,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter5_de421_quasi_dro_scenes.csv,authoritative validation/per-figure audit,boundary,"DE421-oriented event geometry is available, but not a fully corrected ephemeris trajectory."
M0187,5.7,false,Jacobi 一致性,原论文未报告（本项目验证指标）,See Chapter 5 source-layer audit; not a single CR3BP Jacobi metric for all application figures,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter5_de421_quasi_dro_scenes.csv,authoritative validation/per-figure audit,boundary,"DE421-oriented event geometry is available, but not a fully corrected ephemeris trajectory."
M0188,5.7,false,周期/相位闭合,原论文未报告（本项目验证指标）,See Chapter 5 source-layer audit for endpoint/defect boundary,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter5_de421_quasi_dro_scenes.csv,authoritative validation/per-figure audit,boundary,"DE421-oriented event geometry is available, but not a fully corrected ephemeris trajectory."
M0189,5.7,false,逐图源层最佳指标,"DE421 Sun-Earth-Moon ephemeris-corrected quasi-DRO; insertion epochs=2020-06-01,04,10,15",Route H member 54 max |z| 14573.10318409037 km; residual <= 6.469474407020314e-10,source_layer_baseline_not_full_ephemeris_replacement,见字段文本；未明确者【待核实】,data/computed/chapter5_de421_quasi_dro_scenes.csv,authoritative validation/per-figure audit,boundary,"DE421-oriented event geometry is available, but not a fully corrected ephemeris trajectory."
M0190,5.8,true,论文目标/关键物理量,halo-to-Lyapunov transfer; delta-v=139.4+4.0=143.4 m/s; TOF=186.9 day,Earth-Moon equal-Jacobi halo-to-Lyapunov multiple-shooting transfer; accepted CR3BP halo-Lyapunov transfer rows 1; total delta-v 294.6245071767839 m/s; endpoint error 2.083434735432931e-06 km; continuity 9.280132972015876e-12; Jacobi span 2.472244631235299e-12; boundary Jacobi difference 0; original replacement status: computed_multiple_shooting_transfer_replaces_corridor_proxy_high_fidelity_pending,boundary,见字段文本；未明确者【待核实】,data/computed/chapter5_earth_moon_halo_lyapunov_transfer_baseline.csv,authoritative validation/per-figure audit,boundary,The linear corridor proxy is removed and replaced by the accepted transfer trajectory and patch nodes. BCR4BP/ephemeris correction and original-thesis pointwise comparison remain pending.
M0191,5.8,true,动力学/校正残差,原论文未报告（本项目验证指标）,accepted source rows: 1; Route H dependency: accepted Route H upstream member for separate source-layer figure; BCR4BP dependency: 4 dynamics audit rows; 3 correction rows,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter5_earth_moon_halo_lyapunov_transfer_baseline.csv,authoritative validation/per-figure audit,boundary,The linear corridor proxy is removed and replaced by the accepted transfer trajectory and patch nodes. BCR4BP/ephemeris correction and original-thesis pointwise comparison remain pending.
M0192,5.8,true,Jacobi 一致性,原论文未报告（本项目验证指标）,See Chapter 5 source-layer audit; not a single CR3BP Jacobi metric for all application figures,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter5_earth_moon_halo_lyapunov_transfer_baseline.csv,authoritative validation/per-figure audit,boundary,The linear corridor proxy is removed and replaced by the accepted transfer trajectory and patch nodes. BCR4BP/ephemeris correction and original-thesis pointwise comparison remain pending.
M0193,5.8,true,周期/相位闭合,原论文未报告（本项目验证指标）,See Chapter 5 source-layer audit for endpoint/defect boundary,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter5_earth_moon_halo_lyapunov_transfer_baseline.csv,authoritative validation/per-figure audit,boundary,The linear corridor proxy is removed and replaced by the accepted transfer trajectory and patch nodes. BCR4BP/ephemeris correction and original-thesis pointwise comparison remain pending.
M0194,5.8,true,逐图源层最佳指标,halo-to-Lyapunov transfer; delta-v=139.4+4.0=143.4 m/s; TOF=186.9 day,accepted CR3BP halo-Lyapunov transfer rows 1; total delta-v 294.6245071767839 m/s; endpoint error 2.083434735432931e-06 km; continuity 9.280132972015876e-12; Jacobi span 2.472244631235299e-12; boundary Jacobi difference 0,computed_multiple_shooting_transfer_replaces_corridor_proxy_high_fidelity_pending,见字段文本；未明确者【待核实】,data/computed/chapter5_earth_moon_halo_lyapunov_transfer_baseline.csv,authoritative validation/per-figure audit,boundary,The linear corridor proxy is removed and replaced by the accepted transfer trajectory and patch nodes. BCR4BP/ephemeris correction and original-thesis pointwise comparison remain pending.
M0195,5.8,true,数据源范围/jacobi,原论文未报告（当前数据源内部范围）,jacobi: 3.09309053987..3.09881231615,从当前 CSV 直接计算 min/max；不外推,按 CSV 列定义；未明确者【待核实】,data/computed/chapter5_earth_moon_halo_lyapunov_transfer_baseline.csv,direct CSV range,boundary,The linear corridor proxy is removed and replaced by the accepted transfer trajectory and patch nodes. BCR4BP/ephemeris correction and original-thesis pointwise comparison remain pending.
M0196,5.8,true,数据源范围/endpoint_position_error_km,原论文未报告（当前数据源内部范围）,endpoint_position_error_km: 1.03758376679e-08,从当前 CSV 直接计算 min/max；不外推,按 CSV 列定义；未明确者【待核实】,data/computed/chapter5_earth_moon_halo_lyapunov_transfer_baseline.csv,direct CSV range,boundary,The linear corridor proxy is removed and replaced by the accepted transfer trajectory and patch nodes. BCR4BP/ephemeris correction and original-thesis pointwise comparison remain pending.
M0197,5.9,true,论文目标/关键物理量,"northern L2 NRHO rp=4800,12610 km; stability index=1.5425,1.1762; constant-frequency quasi-NRHO corridor anchored at periodic NRHO rp=8065 km and frequency ratio=5.0305",Earth-Moon corrected periodic-NRHO family with transfer departure markers; accepted CR3BP periodic-family marker rows 2; corrected family members 16; maximum periodicity error 1.691798846699935e-10; best total delta-v 47.73443414309953 m/s; worst endpoint error 2.336264914251333e-05 km; max Jacobi span 5.092193333666728e-11; perilune radii 4800.000000000002 / 12610 km; original replacement status: corrected_periodic_nrho_family_replaces_linear_corridor_proxy,boundary,见字段文本；未明确者【待核实】,data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,authoritative validation/per-figure audit,boundary,The linear corridor proxy is removed. The displayed family is corrected CR3BP periodic NRHOs; BCR4BP/ephemeris correction and pointwise thesis comparison remain pending.
M0198,5.9,true,动力学/校正残差,原论文未报告（本项目验证指标）,accepted source rows: 2; Route H dependency: indirect only; BCR4BP dependency: available as separate source-layer audit,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,authoritative validation/per-figure audit,boundary,The linear corridor proxy is removed. The displayed family is corrected CR3BP periodic NRHOs; BCR4BP/ephemeris correction and pointwise thesis comparison remain pending.
M0199,5.9,true,Jacobi 一致性,原论文未报告（本项目验证指标）,See Chapter 5 source-layer audit; not a single CR3BP Jacobi metric for all application figures,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,authoritative validation/per-figure audit,boundary,The linear corridor proxy is removed. The displayed family is corrected CR3BP periodic NRHOs; BCR4BP/ephemeris correction and pointwise thesis comparison remain pending.
M0200,5.9,true,周期/相位闭合,原论文未报告（本项目验证指标）,See Chapter 5 source-layer audit for endpoint/defect boundary,按当前审计阈值解释,见字段文本；未明确者【待核实】,data/computed/chapter5_earth_moon_nrho_transfer_baseline.csv,authoritative validation/per-figure audit,boundary,The linear corridor proxy is removed. The displayed family is corrected CR3BP periodic NRHOs; BCR4BP/ephemeris correction and pointwise thesis comparison remain pending.
